,user_id,user_name,age,music_fan,favorite genre,favorite artist,favorite songs,streams,is_subscribed,week
32,32,Virginia Holland,30,False,Classical,[],[],{},False,1
33,33,Shelia Edwards,30,True,Alternative,[],[],{},False,1
34,34,Dustin Perez,30,True,Rock,[],[],{},False,1
35,35,Natasha Rivera,30,False,Alternative,[],[],{},False,1
36,36,Blake Schneider,20,False,Electronic,[],[],{},False,1
37,37,Ashley Stuart,26,True,Alternative,[],[],{},False,1
38,38,David Smith,24,False,Jazz,[],[],{},False,2
39,39,Jason Jones,22,False,Rock,[],[],{},False,2
40,40,Scott Tanner,30,True,Rock,[],[],{},False,2
41,41,Aaron Ross,33,True,Alternative,[],[],{},True,2
42,42,Kevin Griffin,33,False,Rock,[],[],{},False,2
43,43,Jacob Harding,34,True,Alternative,[],[],{},False,2
44,44,Angela Ayers,32,False,Rock,[],[],{},True,2
45,45,John Perez,28,True,Pop,[],[],{},False,2
46,46,Michael King,31,True,Rock,[],[],{},False,2
47,47,Miss Kimberly Jacobs DDS,28,True,Rock,[],[],{},False,2
48,48,Kristy Moore,25,True,Pop,[],[],{},False,2
49,49,Cody Carson,37,True,Pop,[],[],{},False,2
50,50,Jason Heath,21,True,Rock,[],[],{},False,2
51,51,Kaitlyn Lam,23,False,Hip-hop,[],[],{},True,2
52,52,Kelli Wallace,22,True,Alternative,[],[],{},True,2
53,53,Stephanie English,32,False,Rock,[],[],{},False,2
54,54,Leslie Simpson,30,False,Pop,[],[],{},False,2
55,55,Candice Macdonald,24,False,Rock,[],[],{},False,2
56,56,Justin Goodman,23,False,Jazz,[],[],{},False,2
57,57,Jon Elliott,23,False,Rock,[],[],{},False,2
58,58,Justin Gutierrez,26,True,Hip-hop,[],[],{},False,3
59,59,Dr. Tina Potter,28,True,Alternative,[],[],{},False,3
60,60,Michael Sullivan,26,False,Rock,[],[],{},False,3
61,61,Austin Cole,31,False,Rock,[],[],{},False,3
62,62,Paige Obrien,23,True,Electronic,[],[],{},False,3
63,63,Johnny Mcdonald,30,True,Rock,[],[],{},False,3
64,64,Riley Sandoval,20,False,Pop,[],[],{},False,3
65,65,April Benton,32,False,Pop,[],[],{},False,3
66,66,Travis Mathews,33,False,Rock,[],[],{},False,3
67,67,Monica Lopez,21,True,Alternative,[],[],{},False,3
68,68,Logan Rivera,25,False,Alternative,[],[],{},False,3
69,69,Keith Harris,39,True,Pop,[],[],{},False,3
70,70,Louis Rodriguez,37,False,Alternative,[],[],{},True,3
71,71,Ashley Jones,31,True,Jazz,[],[],{},False,3
72,72,Jeffery Martin,32,False,Blues,[],[],{},False,3
73,73,Jeffery Hawkins,23,True,Rock,[],[],{},False,3
74,74,Jacqueline Johnson,20,False,Hip-hop,[],[],{},False,3
75,75,Micheal Olson,29,True,Rock,[],[],{},False,3
76,76,Julie Bailey,27,False,Alternative,[],[],{},True,3
77,77,Makayla Villegas,28,False,Jazz,[],[],{},False,3
78,78,Dorothy Jones,26,True,Rock,[],[],{},False,3
79,79,Maureen Dawson,36,True,Pop,[],[],{},False,4
80,80,Stefanie Taylor,26,False,Blues,[],[],{},False,4
81,81,Sean Ray,33,False,Alternative,[],[],{},False,4
82,82,Danielle Valencia,18,True,Rock,[],[],{},False,4
83,83,Javier Park,30,True,Rock,[],[],{},False,4
84,84,Stephanie Rodriguez,17,False,Rock,[],[],{},False,4
85,85,Emily Scott,27,False,Pop,[],[],{},False,4
86,86,Lindsay Cross,29,True,Jazz,[],[],{},False,4
87,87,Cory Lane,34,True,Pop,[],[],{},False,4
88,88,Brandon Thomas,33,False,Rock,[],[],{},False,4
89,89,Margaret Foster,26,False,Rock,[],[],{},False,4
90,90,Ricardo Davis,31,True,Rock,[],[],{},False,4
91,91,Richard Sheppard,30,True,Alternative,[],[],{},False,4
92,92,Dana Archer,28,False,Electronic,[],[],{},False,4
93,93,Richard Rodriguez,37,True,Rock,[],[],{},True,4
94,94,April Jenkins,33,True,Rock,[],[],{},False,4
95,95,Nicholas Clements,25,True,Rock,[],[],{},True,4
96,96,Jennifer Christian,22,True,Pop,[],[],{},False,4
97,97,James Castaneda,26,True,Alternative,[],[],{},True,4
98,98,Justin Adkins,33,True,Rock,[],[],{},False,4
99,99,Lisa Valenzuela,30,False,Alternative,[],[],{},False,4
100,100,Andrew Olson,25,True,Hip-hop,[],[],{},True,5
101,101,Timothy Lopez,25,True,Alternative,[],[],{},False,5
102,102,Jerry Carpenter,29,False,Pop,[],[],{},True,5
103,103,Stephen Matthews,32,True,Alternative,[],[],{},False,5
104,104,Sylvia Stafford,24,True,Alternative,[],[],{},False,5
105,105,Omar Wright,26,False,Hip-hop,[],[],{},False,5
106,106,Justin Clark,22,False,Pop,[],[],{},False,5
107,107,Michael Jones,29,False,Rock,[],[],{},False,5
108,108,Derrick Wilson,36,True,Alternative,[],[],{},False,5
109,109,Alexandra Daugherty,23,True,Rock,[],[],{},False,5
110,110,Kylie Scott,21,False,Electronic,[],[],{},False,5
111,111,Terri Randall,25,True,Rock,[],[],{},False,5
112,112,Peter Perry,37,False,Hip-hop,[],[],{},False,5
113,113,Pamela Cruz,28,True,Rock,[],[],{},False,5
114,114,Christie Ellis,24,False,Pop,[],[],{},False,5
115,115,Rachel Mason,24,True,Jazz,[],[],{},False,5
116,116,Lauren Marquez,28,True,Alternative,[],[],{},False,5
117,117,Melissa Berger,25,False,Pop,[],[],{},False,5
118,118,Clinton Guerra,30,False,Classical,[],[],{},False,5
119,119,Tiffany Matthews,26,True,Hip-hop,[],[],{},True,5
120,120,Mark Griffith,34,False,Rock,[],[],{},False,5
121,121,Christina Turner,27,False,Jazz,[],[],{},False,5
122,122,Sherry Sherman,26,False,Blues,[],[],{},False,6
123,123,Katherine Zhang,20,False,Alternative,[],[],{},False,6
124,124,Ellen Nelson,32,False,Alternative,[],[],{},False,6
125,125,Stephanie Ingram,38,True,Rock,[],[],{},False,6
126,126,Jason Smith,27,True,Rock,[],[],{},False,6
127,127,Sarah Phelps,35,True,Hip-hop,[],[],{},False,6
128,128,William Lopez,32,True,Pop,[],[],{},False,6
129,129,Karen Thomas,21,True,Hip-hop,[],[],{},True,6
130,130,Michael Ramirez,25,True,Pop,[],[],{},False,6
131,131,Megan Jones,23,True,Hip-hop,[],[],{},False,6
132,132,Marc Clark,40,False,Rock,[],[],{},False,6
133,133,Kevin Martin,37,False,Jazz,[],[],{},False,6
134,134,Mr. Russell Koch,36,True,Blues,[],[],{},False,6
135,135,James Carter,40,False,Rock,[],[],{},False,6
136,136,Christine Flores,34,True,Pop,[],[],{},False,6
137,137,Phyllis Obrien,20,True,Rock,[],[],{},False,6
138,138,Edward Davis,21,True,Hip-hop,[],[],{},False,6
139,139,Michael Macdonald,22,False,Alternative,[],[],{},False,6
140,140,Brianna Jones,43,True,Alternative,[],[],{},False,6
141,141,Leah Hernandez,34,True,Rock,[],[],{},False,6
142,142,Noah Salas,32,False,Alternative,[],[],{},False,6
143,143,Heidi Griffin,25,False,Rock,[],[],{},False,6
144,144,Caleb Sullivan,29,False,Electronic,[],[],{},False,6
145,145,John Cabrera,40,True,Rock,[],[],{},False,7
146,146,Hayley Potter,30,False,Alternative,[],[],{},False,7
147,147,Joshua Alexander,37,True,Classical,[],[],{},False,7
148,148,Justin Patrick,21,False,Rock,[],[],{},False,7
149,149,Kevin Salazar,22,True,Alternative,[],[],{},False,7
150,150,Lucas Norris,41,False,Hip-hop,[],[],{},False,7
151,151,Amy Taylor,30,False,Electronic,[],[],{},False,7
152,152,James Obrien,20,False,Electronic,[],[],{},False,7
153,153,Timothy Barton,33,False,Alternative,[],[],{},False,7
154,154,Zachary Parks,29,False,Rock,[],[],{},False,7
155,155,James Kelly,31,True,Alternative,[],[],{},False,7
156,156,Micheal Scott,21,True,Rock,[],[],{},False,7
157,157,Jennifer Thompson,30,True,Rock,[],[],{},False,7
158,158,Alison Thomas,30,False,Classical,[],[],{},False,7
159,159,Bradley Cox,30,True,Alternative,[],[],{},False,7
160,160,Jon Webb,18,False,Rock,[],[],{},True,7
161,161,Alicia Medina,25,False,Rock,[],[],{},False,7
162,162,Jeffrey Ray,30,False,Rock,[],[],{},True,7
163,163,Wayne Matthews,29,True,Jazz,[],[],{},False,7
164,164,Sherri Mcmahon,16,False,Rock,[],[],{},False,7
165,165,Debra Mclaughlin,34,True,Pop,[],[],{},False,7
166,166,Christine Solis,28,True,Alternative,[],[],{},True,7
167,167,Amy Taylor,28,True,Jazz,[],[],{},False,7
168,168,Anthony Guzman,30,False,Classical,[],[],{},True,7
169,169,Keith Miller,38,False,Rock,[],[],{},False,8
170,170,Dylan Patterson,34,True,Pop,[],[],{},False,8
171,171,Joseph Greene,32,True,Pop,[],[],{},True,8
172,172,Latasha Smith,22,True,Rock,[],[],{},True,8
173,173,Laura Sanders,21,True,Hip-hop,[],[],{},False,8
174,174,Patrick Hughes,28,False,Rock,[],[],{},False,8
175,175,Dawn Lowery,20,True,Alternative,[],[],{},True,8
176,176,Raymond Lopez,25,True,Rock,[],[],{},True,8
177,177,Jacqueline Moore,23,False,Alternative,[],[],{},False,8
178,178,Joseph Moss,28,True,Rock,[],[],{},False,8
179,179,David Lee,27,False,Pop,[],[],{},False,8
180,180,Donald Lopez,25,True,Jazz,[],[],{},False,8
181,181,Kevin Ward,27,True,Hip-hop,[],[],{},False,8
182,182,Alicia Ibarra,21,True,Rock,[],[],{},False,8
183,183,Michelle Fox,31,False,Rock,[],[],{},False,8
184,184,Isaac Collins,30,True,Hip-hop,[],[],{},False,8
185,185,Nicole Davidson,22,False,Alternative,[],[],{},True,8
186,186,Earl Shaffer,40,True,Pop,[],[],{},False,8
187,187,Donald Martinez,23,False,Rock,[],[],{},True,8
188,188,Alisha Johns,26,True,Blues,[],[],{},True,8
189,189,Brittany Mcknight,27,True,Rock,[],[],{},False,8
190,190,Michael Rose,35,True,Alternative,[],[],{},False,8
191,191,Laurie Atkinson,36,False,Hip-hop,[],[],{},False,8
192,192,Lisa Ali,22,False,Rock,[],[],{},False,8
193,193,Tina Jackson,25,False,Rock,[],[],{},False,8
194,194,Jesse Collins MD,29,True,Blues,[],[],{},False,9
195,195,Thomas Lee,32,True,Rock,[],[],{},False,9
196,196,James Jacobs,20,True,Electronic,[],[],{},False,9
197,197,Edward Martinez,26,True,Pop,[],[],{},False,9
198,198,Xavier Williams,31,True,Hip-hop,[],[],{},False,9
199,199,Molly Wells,25,True,Hip-hop,[],[],{},False,9
200,200,David Ruiz,20,False,Jazz,[],[],{},False,9
201,201,Stacey Shea,17,False,Jazz,[],[],{},False,9
202,202,Rebecca Martinez,28,False,Alternative,[],[],{},False,9
203,203,Heather Williams,28,True,Rock,[],[],{},False,9
204,204,Christopher Briggs,36,True,Rock,[],[],{},False,9
205,205,Mitchell Richmond,31,True,Rock,[],[],{},False,9
206,206,Daniel Tyler,29,True,Electronic,[],[],{},False,9
207,207,Margaret Fletcher,31,False,Rock,[],[],{},False,9
208,208,Michele Shah,32,True,Pop,[],[],{},False,9
209,209,Sonia Smith,37,True,Rock,[],[],{},False,9
210,210,Justin Price,21,True,Pop,[],[],{},True,9
211,211,Carol Waters,31,True,Rock,[],[],{},False,9
212,212,Mark Rios,33,False,Blues,[],[],{},False,9
213,213,Daniel Johnson,24,True,Pop,[],[],{},False,9
214,214,Alyssa Powers,28,False,Rock,[],[],{},False,9
215,215,Johnny Harrington,31,False,Pop,[],[],{},False,9
216,216,Lisa Brown,26,False,Blues,[],[],{},False,9
217,217,Amy Sheppard,25,True,Rock,[],[],{},True,9
218,218,Jill English,20,False,Alternative,[],[],{},False,9
219,219,Lori Cook,29,True,Pop,[],[],{},False,10
220,220,Teresa Holt,39,False,Hip-hop,[],[],{},False,10
221,221,Cynthia Fisher,27,True,Rock,[],[],{},False,10
222,222,Tammy Sharp,24,False,Pop,[],[],{},False,10
223,223,Bryan Jensen,25,True,Pop,[],[],{},False,10
224,224,Walter Ellison,28,True,Pop,[],[],{},False,10
225,225,Ariel Reeves,29,False,Hip-hop,[],[],{},False,10
226,226,Lauren Garcia,19,True,Hip-hop,[],[],{},False,10
227,227,Eric Cooper,23,True,Hip-hop,[],[],{},False,10
228,228,Susan Carr,16,False,Classical,[],[],{},False,10
229,229,Whitney Michael,32,True,Rock,[],[],{},False,10
230,230,Edward Thomas,32,True,Blues,[],[],{},False,10
231,231,Lonnie Kim,41,True,Classical,[],[],{},False,10
232,232,Lauren Johns,53,False,Blues,[],[],{},False,10
233,233,Shawn Ryan,32,False,Blues,[],[],{},False,10
234,234,Gabriel Stanley,28,False,Pop,[],[],{},True,10
235,235,Cheryl Dixon,31,False,Rock,[],[],{},False,10
236,236,Madison Boyle,32,False,Blues,[],[],{},True,10
237,237,Benjamin Irwin,33,False,Alternative,[],[],{},False,10
238,238,Daniel Murray,31,True,Pop,[],[],{},False,10
239,239,Anthony Malone,36,True,Blues,[],[],{},False,10
240,240,Anthony Howell,17,False,Pop,[],[],{},False,10
241,241,Megan Howard,31,False,Blues,[],[],{},True,10
242,242,Angela Phillips,30,True,Alternative,[],[],{},True,10
243,243,Matthew Williams,29,True,Alternative,[],[],{},False,10
244,244,Elizabeth Nash,25,False,Alternative,[],[],{},False,10
245,245,Christine Lynch,25,True,Hip-hop,[],[],{},False,11
246,246,Micheal Sheppard,33,True,Rock,[],[],{},False,11
247,247,Kristen Fields,24,False,Classical,[],[],{},False,11
248,248,Ashley Figueroa,23,False,Alternative,[],[],{},False,11
249,249,William Johnson,24,True,Hip-hop,[],[],{},False,11
250,250,Andrea Nelson,33,True,Electronic,[],[],{},False,11
251,251,Stacy Reed,30,True,Pop,[],[],{},False,11
252,252,Pamela Sandoval,30,True,Electronic,[],[],{},False,11
253,253,James Carter,32,False,Rock,[],[],{},False,11
254,254,William Mullen,24,True,Hip-hop,[],[],{},False,11
255,255,David Garza,26,False,Electronic,[],[],{},True,11
256,256,Jennifer Burton,31,True,Blues,[],[],{},False,11
257,257,Richard Myers,37,True,Pop,[],[],{},False,11
258,258,Jonathan Singleton,31,True,Hip-hop,[],[],{},False,11
259,259,Erin Wright,37,True,Hip-hop,[],[],{},False,11
260,260,Garrett Ruiz,28,False,Rock,[],[],{},False,11
261,261,Angelica Christian,37,True,Jazz,[],[],{},False,11
262,262,Nicolas Ray,33,False,Alternative,[],[],{},False,11
263,263,Charles Walsh,34,True,Hip-hop,[],[],{},False,11
264,264,Kenneth Powers,36,True,Classical,[],[],{},False,11
265,265,Kenneth Howard,42,True,Pop,[],[],{},False,11
266,266,Annette Cabrera,20,False,Rock,[],[],{},False,11
267,267,Vanessa Mendez,30,False,Blues,[],[],{},True,11
268,268,Christina Gibson,30,True,Rock,[],[],{},False,11
269,269,Samantha Hancock,30,True,Rock,[],[],{},True,11
270,270,Edwin Smith,38,False,Blues,[],[],{},False,11
271,271,Brittany Peters,30,True,Rock,[],[],{},True,11
272,272,Timothy Raymond,27,False,Rock,[],[],{},False,12
273,273,Marissa Lyons,24,False,Pop,[],[],{},False,12
274,274,Christine Weaver,34,False,Hip-hop,[],[],{},False,12
275,275,Donna Hill,31,True,Alternative,[],[],{},False,12
276,276,Pamela Moran,29,False,Blues,[],[],{},False,12
277,277,Richard Campos II,25,True,Pop,[],[],{},False,12
278,278,Jacob Wells,20,True,Hip-hop,[],[],{},False,12
279,279,Barbara Good,27,False,Electronic,[],[],{},False,12
280,280,Stephen Craig,29,False,Rock,[],[],{},False,12
281,281,Charles Arnold,28,False,Rock,[],[],{},False,12
282,282,Ashley Spears,29,False,Electronic,[],[],{},False,12
283,283,Loretta Ware,31,True,Alternative,[],[],{},False,12
284,284,Julie Lynch,36,False,Hip-hop,[],[],{},False,12
285,285,Mark Morgan,50,True,Alternative,[],[],{},True,12
286,286,Joseph Green,22,False,Alternative,[],[],{},True,12
287,287,Sarah Reyes,29,True,Hip-hop,[],[],{},False,12
288,288,Marvin Randall,30,True,Pop,[],[],{},False,12
289,289,Shawna Martinez,28,False,Pop,[],[],{},False,12
290,290,Melanie Morrison,25,True,Electronic,[],[],{},False,12
291,291,Michael Rodriguez,28,False,Hip-hop,[],[],{},False,12
292,292,Ashley Reyes,33,True,Alternative,[],[],{},False,12
293,293,James Miller,27,False,Pop,[],[],{},False,12
294,294,Randall Johnson,29,True,Alternative,[],[],{},False,12
295,295,Jocelyn Leonard,21,True,Jazz,[],[],{},False,12
296,296,Ryan Davis,29,True,Electronic,[],[],{},False,12
297,297,Emily Higgins,23,False,Rock,[],[],{},False,12
298,298,Jennifer Garrison,26,False,Blues,[],[],{},True,12
299,299,Michael Martinez,39,False,Hip-hop,[],[],{},False,12
300,300,Andrew Rogers,31,True,Rock,[],[],{},False,13
301,301,Kelly Rojas,21,True,Classical,[],[],{},False,13
302,302,Christian Wheeler,30,True,Pop,[],[],{},False,13
303,303,Reginald Tucker,29,False,Rock,[],[],{},True,13
304,304,Mark Perry,31,True,Rock,[],[],{},False,13
305,305,Johnathan Johnson,35,False,Pop,[],[],{},False,13
306,306,April Cooper,33,False,Alternative,[],[],{},False,13
307,307,Yolanda Mosley,35,True,Jazz,[],[],{},False,13
308,308,Amy Decker,30,True,Pop,[],[],{},False,13
309,309,Michael Jackson,32,True,Hip-hop,[],[],{},False,13
310,310,Sandra Martin,30,False,Alternative,[],[],{},False,13
311,311,Tracy Garcia,35,True,Hip-hop,[],[],{},False,13
312,312,Mr. Timothy Miller MD,36,True,Blues,[],[],{},False,13
313,313,Nicole Dillon,27,True,Rock,[],[],{},False,13
314,314,Suzanne Arnold,26,True,Pop,[],[],{},False,13
315,315,Rachel Bass,27,False,Pop,[],[],{},False,13
316,316,Jason Gibbs,26,True,Hip-hop,[],[],{},False,13
317,317,Margaret Deleon,35,True,Rock,[],[],{},False,13
318,318,Robert Boyd,28,True,Jazz,[],[],{},False,13
319,319,Adam Franklin,33,False,Pop,[],[],{},False,13
320,320,Sandy Nguyen,34,False,Rock,[],[],{},False,13
321,321,Pamela Collins PhD,27,True,Pop,[],[],{},False,13
322,322,Jonathan King IV,33,False,Rock,[],[],{},False,13
323,323,Charles Bryant,17,True,Alternative,[],[],{},False,13
324,324,Rebecca Brooks,45,True,Electronic,[],[],{},False,13
325,325,Harold Richardson,26,True,Electronic,[],[],{},False,13
326,326,Tabitha Taylor,31,True,Rock,[],[],{},False,13
327,327,Anna Travis,25,False,Alternative,[],[],{},False,13
328,328,Amanda Jackson,18,True,Pop,[],[],{},False,13
329,329,Kyle Davis,29,False,Rock,[],[],{},False,14
330,330,Melanie Jones,25,True,Blues,[],[],{},False,14
331,331,Jonathan Walker,22,True,Electronic,[],[],{},True,14
332,332,Gerald Schmidt,27,True,Alternative,[],[],{},False,14
333,333,James Carr,33,False,Alternative,[],[],{},False,14
334,334,Dana Rivera,38,False,Rock,[],[],{},False,14
335,335,Mark Fuller Jr.,34,True,Rock,[],[],{},False,14
336,336,Yolanda Bowman,35,True,Hip-hop,[],[],{},False,14
337,337,Mikayla Sanchez,38,False,Alternative,[],[],{},False,14
338,338,Terri Reynolds,33,False,Alternative,[],[],{},False,14
339,339,Michael Lara,31,True,Rock,[],[],{},False,14
340,340,Cameron Williams,26,False,Hip-hop,[],[],{},True,14
341,341,William Le DVM,27,False,Rock,[],[],{},False,14
342,342,Lauren Garza,31,True,Alternative,[],[],{},False,14
343,343,Nancy Wade,38,False,Pop,[],[],{},True,14
344,344,Amy Owen,32,True,Pop,[],[],{},False,14
345,345,Nancy Kane,28,True,Alternative,[],[],{},False,14
346,346,Vincent Roberts,24,True,Alternative,[],[],{},False,14
347,347,Brian Kirk,25,True,Hip-hop,[],[],{},False,14
348,348,Gregory Sanders,27,True,Electronic,[],[],{},False,14
349,349,Margaret Davidson,27,True,Pop,[],[],{},False,14
350,350,Tony Wagner,26,True,Rock,[],[],{},False,14
351,351,Kevin Johnson,27,True,Alternative,[],[],{},False,14
352,352,Chad Braun,32,True,Pop,[],[],{},False,14
353,353,Jeff Davis,26,False,Pop,[],[],{},False,14
354,354,Cody Harris,28,False,Hip-hop,[],[],{},False,14
355,355,Lance Stuart,27,True,Jazz,[],[],{},False,14
356,356,Robert Stone,31,True,Rock,[],[],{},False,14
357,357,Justin Williams,36,False,Alternative,[],[],{},False,14
358,358,Joseph Carroll,42,True,Rock,[],[],{},False,14
359,359,April Smith,22,True,Electronic,[],[],{},False,15
360,360,Michael Parsons,24,True,Rock,[],[],{},False,15
361,361,Jessica Taylor,31,True,Pop,[],[],{},False,15
362,362,Aaron Santos,37,True,Pop,[],[],{},False,15
363,363,Sarah Simpson,27,True,Alternative,[],[],{},True,15
364,364,Casey Green,31,True,Rock,[],[],{},True,15
365,365,Jamie White,33,False,Alternative,[],[],{},False,15
366,366,Emily Ramirez,32,False,Hip-hop,[],[],{},False,15
367,367,Anne Walker,34,True,Hip-hop,[],[],{},False,15
368,368,Ronald Joseph,25,False,Rock,[],[],{},False,15
369,369,Robert Shelton,27,True,Blues,[],[],{},False,15
370,370,Jeffrey Cox,27,False,Electronic,[],[],{},False,15
371,371,Robert Medina,29,False,Hip-hop,[],[],{},False,15
372,372,Chase Hoffman,22,False,Hip-hop,[],[],{},False,15
373,373,Kevin Scott,37,False,Rock,[],[],{},False,15
374,374,Emily Bond,26,True,Alternative,[],[],{},False,15
375,375,Felicia Adkins,24,True,Alternative,[],[],{},False,15
376,376,Amanda Graham,29,True,Pop,[],[],{},False,15
377,377,Deborah Harrison,40,True,Rock,[],[],{},False,15
378,378,Tami Burnett,33,True,Rock,[],[],{},False,15
379,379,Mark Rodriguez,33,True,Rock,[],[],{},False,15
380,380,Tanya Bailey,41,True,Rock,[],[],{},False,15
381,381,James Andersen,19,True,Jazz,[],[],{},False,15
382,382,Elizabeth Sharp,31,True,Alternative,[],[],{},False,15
383,383,Joshua Richardson,35,True,Classical,[],[],{},False,15
384,384,Jessica Rodriguez,40,True,Rock,[],[],{},False,15
385,385,Adam Andrews,34,True,Alternative,[],[],{},False,15
386,386,Derrick Williams,23,True,Alternative,[],[],{},False,15
387,387,Edward Chang,26,False,Rock,[],[],{},False,15
388,388,Donna Morris,27,True,Alternative,[],[],{},False,15
389,389,Loretta Adams,26,True,Alternative,[],[],{},False,15
390,390,Frank Meyer,24,True,Classical,[],[],{},False,16
391,391,Jennifer Camacho,29,True,Rock,[],[],{},False,16
392,392,Howard Estrada,36,False,Rock,[],[],{},False,16
393,393,Vicki Griffith,28,True,Alternative,[],[],{},False,16
394,394,Linda Guzman,36,False,Rock,[],[],{},False,16
395,395,Cassandra Carroll,28,False,Rock,[],[],{},False,16
396,396,Sarah Alexander,36,False,Electronic,[],[],{},True,16
397,397,Tracy Garcia,34,True,Rock,[],[],{},False,16
398,398,Cameron Reyes,32,False,Hip-hop,[],[],{},False,16
399,399,Shelby Johnson,30,True,Alternative,[],[],{},False,16
400,400,Jacob Richardson,24,True,Rock,[],[],{},True,16
401,401,Patrick Miller,27,False,Pop,[],[],{},False,16
402,402,Brian Ward,28,True,Alternative,[],[],{},False,16
403,403,Jill Christian,36,False,Hip-hop,[],[],{},False,16
404,404,Katherine Wilson,32,False,Hip-hop,[],[],{},False,16
405,405,Kathryn Jones,26,True,Rock,[],[],{},False,16
406,406,Stephen Thomas,29,True,Rock,[],[],{},False,16
407,407,Jonathan Ferguson,29,True,Rock,[],[],{},False,16
408,408,Daniel Ortega,37,False,Pop,[],[],{},False,16
409,409,Louis Morris,27,False,Alternative,[],[],{},False,16
410,410,Antonio Smith,22,True,Hip-hop,[],[],{},False,16
411,411,Ashley Thompson,22,False,Alternative,[],[],{},False,16
412,412,Karen Porter,28,False,Electronic,[],[],{},False,16
413,413,Ashley Campos,31,False,Hip-hop,[],[],{},False,16
414,414,Michael Ramirez,24,True,Blues,[],[],{},False,16
415,415,Carol Franklin,16,True,Alternative,[],[],{},False,16
416,416,Alexandria Acosta,24,False,Pop,[],[],{},False,16
417,417,Nathaniel Nguyen,33,False,Rock,[],[],{},False,16
418,418,Lynn Thomas,30,False,Rock,[],[],{},False,16
419,419,Joshua Maynard,37,True,Rock,[],[],{},False,16
420,420,Christopher Mcdonald,26,True,Rock,[],[],{},False,16
421,421,Cheryl Martin,32,False,Hip-hop,[],[],{},False,16
422,422,Zachary Harris,29,True,Alternative,[],[],{},False,17
423,423,Margaret Gardner,26,False,Hip-hop,[],[],{},True,17
424,424,Roberto Jackson,27,True,Hip-hop,[],[],{},False,17
425,425,Jordan Williams,22,False,Alternative,[],[],{},False,17
426,426,Peter White,34,True,Jazz,[],[],{},True,17
427,427,Angelica Castillo,33,True,Jazz,[],[],{},True,17
428,428,Susan Gould,35,True,Hip-hop,[],[],{},False,17
429,429,Robin Beck,32,True,Pop,[],[],{},False,17
430,430,Heather Kemp,29,True,Hip-hop,[],[],{},False,17
431,431,Mitchell Henderson,37,True,Pop,[],[],{},False,17
432,432,Brandon Mcdaniel,20,False,Rock,[],[],{},False,17
433,433,Travis Olson,27,True,Classical,[],[],{},False,17
434,434,James Johnson,23,True,Jazz,[],[],{},True,17
435,435,Brenda Lee,30,True,Pop,[],[],{},False,17
436,436,Eric Mccarty,38,True,Alternative,[],[],{},False,17
437,437,Kayla Freeman,28,False,Blues,[],[],{},False,17
438,438,John Peterson,29,False,Pop,[],[],{},False,17
439,439,Terry Colon,31,True,Blues,[],[],{},True,17
440,440,Phillip Walter MD,22,True,Electronic,[],[],{},False,17
441,441,Tracy Jenkins,35,False,Pop,[],[],{},False,17
442,442,Cody Davenport,34,False,Pop,[],[],{},False,17
443,443,Michael Nelson,35,False,Jazz,[],[],{},True,17
444,444,Barbara Hicks,26,False,Electronic,[],[],{},False,17
445,445,Angela Haley,39,True,Alternative,[],[],{},False,17
